Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths
Unsafe injecting practices,Chronic liver disease,45–54,2018,Males,68.80704128
Unsafe injecting practices,Chronic liver disease,45–54,2018,Persons,99.46702043
Unsafe injecting practices,Chronic liver disease,55–64,2003,Females,15.90727959
Unsafe injecting practices,Chronic liver disease,55–64,2003,Males,52.17110673
Unsafe injecting practices,Chronic liver disease,55–64,2003,Persons,68.07838633
Unsafe injecting practices,Chronic liver disease,55–64,2011,Females,28.41299565
Unsafe injecting practices,Chronic liver disease,55–64,2011,Males,88.83272534
Unsafe injecting practices,Chronic liver disease,55–64,2011,Persons,117.245721
Unsafe injecting practices,Chronic liver disease,55–64,2015,Females,46.34128602
Unsafe injecting practices,Chronic liver disease,55–64,2015,Males,117.4799508
Unsafe injecting practices,Chronic liver disease,55–64,2015,Persons,163.8212368
Unsafe injecting practices,Chronic liver disease,55–64,2018,Females,47.2162824
Unsafe injecting practices,Chronic liver disease,55–64,2018,Males,112.5049514
Unsafe injecting practices,Chronic liver disease,55–64,2018,Persons,159.7212338
Unsafe injecting practices,Chronic liver disease,65–84,2003,Females,43.08108888
Unsafe injecting practices,Chronic liver disease,65–84,2003,Males,84.68385882
Unsafe injecting practices,Chronic liver disease,65–84,2003,Persons,127.7649477
Unsafe injecting practices,Chronic liver disease,65–84,2011,Females,56.04458688
Unsafe injecting practices,Chronic liver disease,65–84,2011,Males,125.403873
Unsafe injecting practices,Chronic liver disease,65–84,2011,Persons,181.4484599
Unsafe injecting practices,Chronic liver disease,65–84,2015,Females,70.67083104
Unsafe injecting practices,Chronic liver disease,65–84,2015,Males,137.2559291
Unsafe injecting practices,Chronic liver disease,65–84,2015,Persons,207.9267601
Unsafe injecting practices,Chronic liver disease,65–84,2018,Females,85.83913995
Unsafe injecting practices,Chronic liver disease,65–84,2018,Males,164.1414491
Unsafe injecting practices,Chronic liver disease,65–84,2018,Persons,249.980589
Unsafe injecting practices,Chronic liver disease,85+,2003,Females,9.901048366
Unsafe injecting practices,Chronic liver disease,85+,2003,Males,9.130285125
Unsafe injecting practices,Chronic liver disease,85+,2003,Persons,19.03133349
Unsafe injecting practices,Chronic liver disease,85+,2011,Females,18.54367076
Unsafe injecting practices,Chronic liver disease,85+,2011,Males,16.47330449
Unsafe injecting practices,Chronic liver disease,85+,2011,Persons,35.01697525
Unsafe injecting practices,Chronic liver disease,85+,2015,Females,20.55569134
Unsafe injecting practices,Chronic liver disease,85+,2015,Males,22.79215308
Unsafe injecting practices,Chronic liver disease,85+,2015,Persons,43.34784442
Unsafe injecting practices,Chronic liver disease,85+,2018,Females,32.27349305
Unsafe injecting practices,Chronic liver disease,85+,2018,Males,28.53035546
Unsafe injecting practices,Chronic liver disease,85+,2018,Persons,60.80384852
Unsafe injecting practices,Hepatitis B (acute),15–24,2003,Females,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2003,Males,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2003,Persons,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2011,Females,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2011,Males,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2011,Persons,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2015,Females,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2015,Males,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2015,Persons,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2018,Females,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2018,Males,0
Unsafe injecting practices,Hepatitis B (acute),15–24,2018,Persons,0
Unsafe injecting practices,Hepatitis B (acute),25–34,2003,Females,0
Unsafe injecting practices,Hepatitis B (acute),25–34,2003,Males,0.007312841
Unsafe injecting practices,Hepatitis B (acute),25–34,2003,Persons,0.007312841
Unsafe injecting practices,Hepatitis B (acute),25–34,2011,Females,0.001208459
Unsafe injecting practices,Hepatitis B (acute),25–34,2011,Males,0.002035695
Unsafe injecting practices,Hepatitis B (acute),25–34,2011,Persons,0.003244154
Unsafe injecting practices,Hepatitis B (acute),25–34,2015,Females,0.00047903
Unsafe injecting practices,Hepatitis B (acute),25–34,2015,Males,0.000847114
Unsafe injecting practices,Hepatitis B (acute),25–34,2015,Persons,0.001326144
Unsafe injecting practices,Hepatitis B (acute),25–34,2018,Females,0.001811845
Unsafe injecting practices,Hepatitis B (acute),25–34,2018,Males,0.001921359
Unsafe injecting practices,Hepatitis B (acute),25–34,2018,Persons,0.003733204
Unsafe injecting practices,Hepatitis B (acute),35–44,2003,Females,0.001274244
Unsafe injecting practices,Hepatitis B (acute),35–44,2003,Males,1.289089595
Unsafe injecting practices,Hepatitis B (acute),35–44,2003,Persons,1.290363839
Unsafe injecting practices,Hepatitis B (acute),35–44,2011,Females,0.401450151
Unsafe injecting practices,Hepatitis B (acute),35–44,2011,Males,0.420893737
Unsafe injecting practices,Hepatitis B (acute),35–44,2011,Persons,0.822343888
Unsafe injecting practices,Hepatitis B (acute),35–44,2015,Females,0.000977612
Unsafe injecting practices,Hepatitis B (acute),35–44,2015,Males,0.727613291
Unsafe injecting practices,Hepatitis B (acute),35–44,2015,Persons,0.728590903
Unsafe injecting practices,Hepatitis B (acute),35–44,2018,Females,0.000905922
Unsafe injecting practices,Hepatitis B (acute),35–44,2018,Males,0
Unsafe injecting practices,Hepatitis B (acute),35–44,2018,Persons,0.000905922
Unsafe injecting practices,Hepatitis B (acute),45–54,2003,Females,0.001208089
Unsafe injecting practices,Hepatitis B (acute),45–54,2003,Males,1.296965029
Unsafe injecting practices,Hepatitis B (acute),45–54,2003,Persons,1.298173118
Unsafe injecting practices,Hepatitis B (acute),45–54,2011,Females,0.003488082
Unsafe injecting practices,Hepatitis B (acute),45–54,2011,Males,0.423022106
Unsafe injecting practices,Hepatitis B (acute),45–54,2011,Persons,0.426510188
Unsafe injecting practices,Hepatitis B (acute),45–54,2015,Females,0.78864535
Unsafe injecting practices,Hepatitis B (acute),45–54,2015,Males,0.368517874
Unsafe injecting practices,Hepatitis B (acute),45–54,2015,Persons,1.157163224
Unsafe injecting practices,Hepatitis B (acute),45–54,2018,Females,0.365367508
Unsafe injecting practices,Hepatitis B (acute),45–54,2018,Males,0.312745824
Unsafe injecting practices,Hepatitis B (acute),45–54,2018,Persons,0.678113332
Unsafe injecting practices,Hepatitis B (acute),55–64,2003,Females,0.003813535
Unsafe injecting practices,Hepatitis B (acute),55–64,2003,Males,2.573892529
Unsafe injecting practices,Hepatitis B (acute),55–64,2003,Persons,2.577706065
Unsafe injecting practices,Hepatitis B (acute),55–64,2011,Females,0.4056179
Unsafe injecting practices,Hepatitis B (acute),55–64,2011,Males,0.429406409
Unsafe injecting practices,Hepatitis B (acute),55–64,2011,Persons,0.835024309
Unsafe injecting practices,Hepatitis B (acute),55–64,2015,Females,0.792947049
Unsafe injecting practices,Hepatitis B (acute),55–64,2015,Males,1.818791798
Unsafe injecting practices,Hepatitis B (acute),55–64,2015,Persons,2.611738847
Unsafe injecting practices,Hepatitis B (acute),55–64,2018,Females,0.003886101
Unsafe injecting practices,Hepatitis B (acute),55–64,2018,Males,0.630077382
Unsafe injecting practices,Hepatitis B (acute),55–64,2018,Persons,0.633963483
Unsafe injecting practices,Hepatitis B (acute),65–84,2003,Females,1.058499621
Unsafe injecting practices,Hepatitis B (acute),65–84,2003,Males,1.954797118
Unsafe injecting practices,Hepatitis B (acute),65–84,2003,Persons,3.013296739
Unsafe injecting practices,Hepatitis B (acute),65–84,2011,Females,0.004655164
Unsafe injecting practices,Hepatitis B (acute),65–84,2011,Males,0.853468512
Unsafe injecting practices,Hepatitis B (acute),65–84,2011,Persons,0.858123677
Unsafe injecting practices,Hepatitis B (acute),65–84,2015,Females,1.58444063
Unsafe injecting practices,Hepatitis B (acute),65–84,2015,Males,3.280310069
Unsafe injecting practices,Hepatitis B (acute),65–84,2015,Persons,4.864750699
Unsafe injecting practices,Hepatitis B (acute),65–84,2018,Females,1.104044166
Unsafe injecting practices,Hepatitis B (acute),65–84,2018,Males,0.010417071
Unsafe injecting practices,Hepatitis B (acute),65–84,2018,Persons,1.114461237
Unsafe injecting practices,Hepatitis B (acute),85+,2003,Females,0.00261184
Unsafe injecting practices,Hepatitis B (acute),85+,2003,Males,0.642217185
Unsafe injecting practices,Hepatitis B (acute),85+,2003,Persons,0.644829025
Unsafe injecting practices,Hepatitis B (acute),85+,2011,Females,0.002382666
Unsafe injecting practices,Hepatitis B (acute),85+,2011,Males,0.416778499
Unsafe injecting practices,Hepatitis B (acute),85+,2011,Persons,0.419161166
Unsafe injecting practices,Hepatitis B (acute),85+,2015,Females,0.401623225
Unsafe injecting practices,Hepatitis B (acute),85+,2015,Males,0
Unsafe injecting practices,Hepatitis B (acute),85+,2015,Persons,0.401623225
Unsafe injecting practices,Hepatitis B (acute),85+,2018,Females,0.372879615
Unsafe injecting practices,Hepatitis B (acute),85+,2018,Males,0
Unsafe injecting practices,Hepatitis B (acute),85+,2018,Persons,0.372879615
Unsafe injecting practices,Hepatitis C (acute),15–24,2003,Females,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2003,Males,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2003,Persons,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2011,Females,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2011,Males,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2011,Persons,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2015,Females,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2015,Males,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2015,Persons,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2018,Females,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2018,Males,0
Unsafe injecting practices,Hepatitis C (acute),15–24,2018,Persons,0
Unsafe injecting practices,Hepatitis C (acute),25–34,2003,Females,0.881408947
Unsafe injecting practices,Hepatitis C (acute),25–34,2003,Males,0.040189731
Unsafe injecting practices,Hepatitis C (acute),25–34,2003,Persons,0.921598678
Unsafe injecting practices,Hepatitis C (acute),25–34,2011,Females,0.002708624
Unsafe injecting practices,Hepatitis C (acute),25–34,2011,Males,0.003314931
Unsafe injecting practices,Hepatitis C (acute),25–34,2011,Persons,0.006023555
Unsafe injecting practices,Hepatitis C (acute),25–34,2015,Females,0.000880415
Unsafe injecting practices,Hepatitis C (acute),25–34,2015,Males,0
Unsafe injecting practices,Hepatitis C (acute),25–34,2015,Persons,0.000880415
Unsafe injecting practices,Hepatitis C (acute),25–34,2018,Females,0.003477797
Unsafe injecting practices,Hepatitis C (acute),25–34,2018,Males,0.003165983
Unsafe injecting practices,Hepatitis C (acute),25–34,2018,Persons,0.00664378
Unsafe injecting practices,Hepatitis C (acute),35–44,2003,Females,0.898596034
Unsafe injecting practices,Hepatitis C (acute),35–44,2003,Males,6.911261646
Unsafe injecting practices,Hepatitis C (acute),35–44,2003,Persons,7.80985768
Unsafe injecting practices,Hepatitis C (acute),35–44,2011,Females,0.008125872
Unsafe injecting practices,Hepatitis C (acute),35–44,2011,Males,0.007480553
Unsafe injecting practices,Hepatitis C (acute),35–44,2011,Persons,0.015606424
Unsafe injecting practices,Hepatitis C (acute),35–44,2015,Females,0.001796766
Unsafe injecting practices,Hepatitis C (acute),35–44,2015,Males,0.006468926
Unsafe injecting practices,Hepatitis C (acute),35–44,2015,Persons,0.008265692
Unsafe injecting practices,Hepatitis C (acute),35–44,2018,Females,0.003021535
Unsafe injecting practices,Hepatitis C (acute),35–44,2018,Males,0.002411783
Unsafe injecting practices,Hepatitis C (acute),35–44,2018,Persons,0.005433318
Unsafe injecting practices,Hepatitis C (acute),45–54,2003,Females,3.519950455
Unsafe injecting practices,Hepatitis C (acute),45–54,2003,Males,12.89407279
Unsafe injecting practices,Hepatitis C (acute),45–54,2003,Persons,16.41402325
Unsafe injecting practices,Hepatitis C (acute),45–54,2011,Females,0.00781051
Unsafe injecting practices,Hepatitis C (acute),45–54,2011,Males,0.819528086
Unsafe injecting practices,Hepatitis C (acute),45–54,2011,Persons,0.827338596
Unsafe injecting practices,Hepatitis C (acute),45–54,2015,Females,0.727968541
Unsafe injecting practices,Hepatitis C (acute),45–54,2015,Males,0.005965931
Unsafe injecting practices,Hepatitis C (acute),45–54,2015,Persons,0.733934472
Unsafe injecting practices,Hepatitis C (acute),45–54,2018,Females,0.00414467
Unsafe injecting practices,Hepatitis C (acute),45–54,2018,Males,0.002497026
Unsafe injecting practices,Hepatitis C (acute),45–54,2018,Persons,0.006641697
Unsafe injecting practices,Hepatitis C (acute),55–64,2003,Females,1.782580411
Unsafe injecting practices,Hepatitis C (acute),55–64,2003,Males,0.924766397
Unsafe injecting practices,Hepatitis C (acute),55–64,2003,Persons,2.707346807
Unsafe injecting practices,Hepatitis C (acute),55–64,2011,Females,0.016647445
Unsafe injecting practices,Hepatitis C (acute),55–64,2011,Males,0.029523199
Unsafe injecting practices,Hepatitis C (acute),55–64,2011,Persons,0.046170644
Unsafe injecting practices,Hepatitis C (acute),55–64,2015,Females,1.461454554
Unsafe injecting practices,Hepatitis C (acute),55–64,2015,Males,0.80106998
Unsafe injecting practices,Hepatitis C (acute),55–64,2015,Persons,2.262524534
Unsafe injecting practices,Hepatitis C (acute),55–64,2018,Females,0.715692618
Unsafe injecting practices,Hepatitis C (acute),55–64,2018,Males,0.015824402
Unsafe injecting practices,Hepatitis C (acute),55–64,2018,Persons,0.73151702
Unsafe injecting practices,Hepatitis C (acute),65–84,2003,Females,6.178068112
Unsafe injecting practices,Hepatitis C (acute),65–84,2003,Males,11.23464957
Unsafe injecting practices,Hepatitis C (acute),65–84,2003,Persons,17.41271768
Unsafe injecting practices,Hepatitis C (acute),65–84,2011,Females,0.015938537
Unsafe injecting practices,Hepatitis C (acute),65–84,2011,Males,0.05682443
Unsafe injecting practices,Hepatitis C (acute),65–84,2011,Persons,0.072762967
Unsafe injecting practices,Hepatitis C (acute),65–84,2015,Females,1.465310547
Unsafe injecting practices,Hepatitis C (acute),65–84,2015,Males,0.822877714
Unsafe injecting practices,Hepatitis C (acute),65–84,2015,Persons,2.288188261
Unsafe injecting practices,Hepatitis C (acute),65–84,2018,Females,1.421060742
Unsafe injecting practices,Hepatitis C (acute),65–84,2018,Males,2.352754602
Unsafe injecting practices,Hepatitis C (acute),65–84,2018,Persons,3.773815344
Unsafe injecting practices,Hepatitis C (acute),85+,2003,Females,0
Unsafe injecting practices,Hepatitis C (acute),85+,2003,Males,0.036449627
Unsafe injecting practices,Hepatitis C (acute),85+,2003,Persons,0.036449627
Unsafe injecting practices,Hepatitis C (acute),85+,2011,Females,0
Unsafe injecting practices,Hepatitis C (acute),85+,2011,Males,0.055609612
Unsafe injecting practices,Hepatitis C (acute),85+,2011,Persons,0.055609612
Unsafe injecting practices,Hepatitis C (acute),85+,2015,Females,0
Unsafe injecting practices,Hepatitis C (acute),85+,2015,Males,1.618941519
Unsafe injecting practices,Hepatitis C (acute),85+,2015,Persons,1.618941519
Unsafe injecting practices,Hepatitis C (acute),85+,2018,Females,0
Unsafe injecting practices,Hepatitis C (acute),85+,2018,Males,2.363839506
Unsafe injecting practices,Hepatitis C (acute),85+,2018,Persons,2.363839506
Unsafe injecting practices,HIV/AIDS,15–24,2003,Females,0
Unsafe injecting practices,HIV/AIDS,15–24,2003,Males,0
Unsafe injecting practices,HIV/AIDS,15–24,2003,Persons,0
Unsafe injecting practices,HIV/AIDS,15–24,2011,Females,0
Unsafe injecting practices,HIV/AIDS,15–24,2011,Males,0.082955369
Unsafe injecting practices,HIV/AIDS,15–24,2011,Persons,0.082955369
Unsafe injecting practices,HIV/AIDS,15–24,2015,Females,0
Unsafe injecting practices,HIV/AIDS,15–24,2015,Males,0
Unsafe injecting practices,HIV/AIDS,15–24,2015,Persons,0
Unsafe injecting practices,HIV/AIDS,15–24,2018,Females,0
Unsafe injecting practices,HIV/AIDS,15–24,2018,Males,0
Unsafe injecting practices,HIV/AIDS,15–24,2018,Persons,0
Unsafe injecting practices,HIV/AIDS,25–34,2003,Females,0.298576767
Unsafe injecting practices,HIV/AIDS,25–34,2003,Males,0.908896164
Unsafe injecting practices,HIV/AIDS,25–34,2003,Persons,1.207472931
Unsafe injecting practices,HIV/AIDS,25–34,2011,Females,0.000141086
Unsafe injecting practices,HIV/AIDS,25–34,2011,Males,0.512602648
Unsafe injecting practices,HIV/AIDS,25–34,2011,Persons,0.512743734
Unsafe injecting practices,HIV/AIDS,25–34,2015,Females,0.026957578
Unsafe injecting practices,HIV/AIDS,25–34,2015,Males,0.167922635
Unsafe injecting practices,HIV/AIDS,25–34,2015,Persons,0.194880213
Unsafe injecting practices,HIV/AIDS,25–34,2018,Females,0.000107826
Unsafe injecting practices,HIV/AIDS,25–34,2018,Males,0.096499795
Unsafe injecting practices,HIV/AIDS,25–34,2018,Persons,0.096607622
Unsafe injecting practices,HIV/AIDS,35–44,2003,Females,1.046881023
Unsafe injecting practices,HIV/AIDS,35–44,2003,Males,4.021956453
Unsafe injecting practices,HIV/AIDS,35–44,2003,Persons,5.068837476
Unsafe injecting practices,HIV/AIDS,35–44,2011,Females,0.046868916
Unsafe injecting practices,HIV/AIDS,35–44,2011,Males,1.274712897
Unsafe injecting practices,HIV/AIDS,35–44,2011,Persons,1.321581813
Unsafe injecting practices,HIV/AIDS,35–44,2015,Females,0.053731753
Unsafe injecting practices,HIV/AIDS,35–44,2015,Males,0.58321194
Unsafe injecting practices,HIV/AIDS,35–44,2015,Persons,0.636943693
Unsafe injecting practices,HIV/AIDS,35–44,2018,Females,0.019337042
Unsafe injecting practices,HIV/AIDS,35–44,2018,Males,0.33847893
Unsafe injecting practices,HIV/AIDS,35–44,2018,Persons,0.357815972
Unsafe injecting practices,HIV/AIDS,45–54,2003,Females,0.148476547
Unsafe injecting practices,HIV/AIDS,45–54,2003,Males,2.453982566
Unsafe injecting practices,HIV/AIDS,45–54,2003,Persons,2.602459113
Unsafe injecting practices,HIV/AIDS,45–54,2011,Females,0.094914921
Unsafe injecting practices,HIV/AIDS,45–54,2011,Males,2.286712257
Unsafe injecting practices,HIV/AIDS,45–54,2011,Persons,2.381627179
Unsafe injecting practices,HIV/AIDS,45–54,2015,Females,0.026783164
Unsafe injecting practices,HIV/AIDS,45–54,2015,Males,0.847957003
Unsafe injecting practices,HIV/AIDS,45–54,2015,Persons,0.874740166
Unsafe injecting practices,HIV/AIDS,45–54,2018,Females,2.93E-05
Unsafe injecting practices,HIV/AIDS,45–54,2018,Males,0.60605576
Unsafe injecting practices,HIV/AIDS,45–54,2018,Persons,0.606085059
Unsafe injecting practices,HIV/AIDS,55–64,2003,Females,0.001212742
Unsafe injecting practices,HIV/AIDS,55–64,2003,Males,1.00758928
Unsafe injecting practices,HIV/AIDS,55–64,2003,Persons,1.008802023
Unsafe injecting practices,HIV/AIDS,55–64,2011,Females,0.188638234
Unsafe injecting practices,HIV/AIDS,55–64,2011,Males,1.637139506
Unsafe injecting practices,HIV/AIDS,55–64,2011,Persons,1.825777741
Unsafe injecting practices,HIV/AIDS,55–64,2015,Females,0.000171935
Unsafe injecting practices,HIV/AIDS,55–64,2015,Males,0.928079028
Unsafe injecting practices,HIV/AIDS,55–64,2015,Persons,0.928250963
Unsafe injecting practices,HIV/AIDS,55–64,2018,Females,9.10E-05
Unsafe injecting practices,HIV/AIDS,55–64,2018,Males,0.472965098
Unsafe injecting practices,HIV/AIDS,55–64,2018,Persons,0.473056052
Unsafe injecting practices,HIV/AIDS,65–84,2003,Females,0.150585845
Unsafe injecting practices,HIV/AIDS,65–84,2003,Males,1.364418089
Unsafe injecting practices,HIV/AIDS,65–84,2003,Persons,1.515003934
Unsafe injecting practices,HIV/AIDS,65–84,2011,Females,0.047560703
Unsafe injecting practices,HIV/AIDS,65–84,2011,Males,1.254484246
Unsafe injecting practices,HIV/AIDS,65–84,2011,Persons,1.302044948
Unsafe injecting practices,HIV/AIDS,65–84,2015,Females,0.027156547
Unsafe injecting practices,HIV/AIDS,65–84,2015,Males,0.493365916
Unsafe injecting practices,HIV/AIDS,65–84,2015,Persons,0.520522463
Unsafe injecting practices,HIV/AIDS,65–84,2018,Females,0.019582454
Unsafe injecting practices,HIV/AIDS,65–84,2018,Males,0.714828387
Unsafe injecting practices,HIV/AIDS,65–84,2018,Persons,0.734410841
Unsafe injecting practices,HIV/AIDS,85+,2003,Females,0.000324884
Unsafe injecting practices,HIV/AIDS,85+,2003,Males,0.001576933
Unsafe injecting practices,HIV/AIDS,85+,2003,Persons,0.001901817
Unsafe injecting practices,HIV/AIDS,85+,2011,Females,0.000282319
Unsafe injecting practices,HIV/AIDS,85+,2011,Males,0.086813447
Unsafe injecting practices,HIV/AIDS,85+,2011,Persons,0.087095767
Unsafe injecting practices,HIV/AIDS,85+,2015,Females,0.000202479
Unsafe injecting practices,HIV/AIDS,85+,2015,Males,0.083673217
Unsafe injecting practices,HIV/AIDS,85+,2015,Persons,0.083875696
Unsafe injecting practices,HIV/AIDS,85+,2018,Females,0.000152742
Unsafe injecting practices,HIV/AIDS,85+,2018,Males,0.081760256
Unsafe injecting practices,HIV/AIDS,85+,2018,Persons,0.081912998
Unsafe injecting practices,Liver cancer,15–24,2003,Females,0.136662347
Unsafe injecting practices,Liver cancer,15–24,2003,Males,0.001299173
Unsafe injecting practices,Liver cancer,15–24,2003,Persons,0.137961519
Unsafe injecting practices,Liver cancer,15–24,2011,Females,0.207455
Unsafe injecting practices,Liver cancer,15–24,2011,Males,0.208235885
Unsafe injecting practices,Liver cancer,15–24,2011,Persons,0.415690885
Unsafe injecting practices,Liver cancer,15–24,2015,Females,0.48109875
Unsafe injecting practices,Liver cancer,15–24,2015,Males,0
Unsafe injecting practices,Liver cancer,15–24,2015,Persons,0.48109875
Unsafe injecting practices,Liver cancer,15–24,2018,Females,0
Unsafe injecting practices,Liver cancer,15–24,2018,Males,0.002563529
Unsafe injecting practices,Liver cancer,15–24,2018,Persons,0.002563529
Unsafe injecting practices,Liver cancer,25–34,2003,Females,0.272577866
Unsafe injecting practices,Liver cancer,25–34,2003,Males,0.174223577
Unsafe injecting practices,Liver cancer,25–34,2003,Persons,0.446801443
Unsafe injecting practices,Liver cancer,25–34,2011,Females,0.005987176
Unsafe injecting practices,Liver cancer,25–34,2011,Males,0.664292668
Unsafe injecting practices,Liver cancer,25–34,2011,Persons,0.670279844
Unsafe injecting practices,Liver cancer,25–34,2015,Females,0.247303478
Unsafe injecting practices,Liver cancer,25–34,2015,Males,1.46006646
Unsafe injecting practices,Liver cancer,25–34,2015,Persons,1.707369938
Unsafe injecting practices,Liver cancer,25–34,2018,Females,0.806780497
Unsafe injecting practices,Liver cancer,25–34,2018,Males,1.132012781
Unsafe injecting practices,Liver cancer,25–34,2018,Persons,1.938793278
Unsafe injecting practices,Liver cancer,35–44,2003,Females,0.68772604
Unsafe injecting practices,Liver cancer,35–44,2003,Males,3.716743859
Unsafe injecting practices,Liver cancer,35–44,2003,Persons,4.4044699
Unsafe injecting practices,Liver cancer,35–44,2011,Females,1.459049629
Unsafe injecting practices,Liver cancer,35–44,2011,Males,4.654257629
Unsafe injecting practices,Liver cancer,35–44,2011,Persons,6.113307258
Unsafe injecting practices,Liver cancer,35–44,2015,Females,2.648820313
Unsafe injecting practices,Liver cancer,35–44,2015,Males,4.123044803
Unsafe injecting practices,Liver cancer,35–44,2015,Persons,6.771865116
Unsafe injecting practices,Liver cancer,35–44,2018,Females,2.950044147
Unsafe injecting practices,Liver cancer,35–44,2018,Males,2.754270614
Unsafe injecting practices,Liver cancer,35–44,2018,Persons,5.704314761
Unsafe injecting practices,Liver cancer,45–54,2003,Females,3.387319299
Unsafe injecting practices,Liver cancer,45–54,2003,Males,9.937665762
Unsafe injecting practices,Liver cancer,45–54,2003,Persons,13.32498506
Unsafe injecting practices,Liver cancer,45–54,2011,Females,5.266964759
Unsafe injecting practices,Liver cancer,45–54,2011,Males,26.43699946
Unsafe injecting practices,Liver cancer,45–54,2011,Persons,31.70396422
Unsafe injecting practices,Liver cancer,45–54,2015,Females,10.09127819
Unsafe injecting practices,Liver cancer,45–54,2015,Males,22.96608371
Unsafe injecting practices,Liver cancer,45–54,2015,Persons,33.0573619
Unsafe injecting practices,Liver cancer,45–54,2018,Females,11.05826225
Unsafe injecting practices,Liver cancer,45–54,2018,Males,25.67616252
Unsafe injecting practices,Liver cancer,45–54,2018,Persons,36.73442477
Unsafe injecting practices,Liver cancer,55–64,2003,Females,6.372673383
Unsafe injecting practices,Liver cancer,55–64,2003,Males,14.27030496
Unsafe injecting practices,Liver cancer,55–64,2003,Persons,20.64297834
Unsafe injecting practices,Liver cancer,55–64,2011,Females,11.86690098
Unsafe injecting practices,Liver cancer,55–64,2011,Males,52.00777842
Unsafe injecting practices,Liver cancer,55–64,2011,Persons,63.8746794
Unsafe injecting practices,Liver cancer,55–64,2015,Females,21.42368626
Unsafe injecting practices,Liver cancer,55–64,2015,Males,77.85727085
Unsafe injecting practices,Liver cancer,55–64,2015,Persons,99.28095711
Unsafe injecting practices,Liver cancer,55–64,2018,Females,34.09895687
Unsafe injecting practices,Liver cancer,55–64,2018,Males,93.40693921
Unsafe injecting practices,Liver cancer,55–64,2018,Persons,127.5058961
Unsafe injecting practices,Liver cancer,65–84,2003,Females,23.24867406
Unsafe injecting practices,Liver cancer,65–84,2003,Males,53.14224666
Unsafe injecting practices,Liver cancer,65–84,2003,Persons,76.39092072
Unsafe injecting practices,Liver cancer,65–84,2011,Females,55.07052633
Unsafe injecting practices,Liver cancer,65–84,2011,Males,108.6760034
Unsafe injecting practices,Liver cancer,65–84,2011,Persons,163.7465298
Unsafe injecting practices,Liver cancer,65–84,2015,Females,83.82594445
Unsafe injecting practices,Liver cancer,65–84,2015,Males,152.8981984
Unsafe injecting practices,Liver cancer,65–84,2015,Persons,236.7241428
Unsafe injecting practices,Liver cancer,65–84,2018,Females,98.14596611
Unsafe injecting practices,Liver cancer,65–84,2018,Males,222.5611319
Unsafe injecting practices,Liver cancer,65–84,2018,Persons,320.707098
Unsafe injecting practices,Liver cancer,85+,2003,Females,6.263744766
Unsafe injecting practices,Liver cancer,85+,2003,Males,4.529151744
Unsafe injecting practices,Liver cancer,85+,2003,Persons,10.79289651
Unsafe injecting practices,Liver cancer,85+,2011,Females,21.06710454
Unsafe injecting practices,Liver cancer,85+,2011,Males,16.80970845
Unsafe injecting practices,Liver cancer,85+,2011,Persons,37.87681299
Unsafe injecting practices,Liver cancer,85+,2015,Females,27.57274405
Unsafe injecting practices,Liver cancer,85+,2015,Males,33.40653905
Unsafe injecting practices,Liver cancer,85+,2015,Persons,60.9792831
Unsafe injecting practices,Liver cancer,85+,2018,Females,37.56217189
Unsafe injecting practices,Liver cancer,85+,2018,Males,43.39244808
Unsafe injecting practices,Liver cancer,85+,2018,Persons,80.95461996
Unsafe sex,Cervical cancer,15–24,2003,Females,0
Unsafe sex,Cervical cancer,15–24,2003,Persons,0
Unsafe sex,Cervical cancer,15–24,2011,Females,2
Unsafe sex,Cervical cancer,15–24,2011,Persons,2
Unsafe sex,Cervical cancer,15–24,2015,Females,1.003125
Unsafe sex,Cervical cancer,15–24,2015,Persons,1.003125
Unsafe sex,Cervical cancer,15–24,2018,Females,0
Unsafe sex,Cervical cancer,15–24,2018,Persons,0
Unsafe sex,Cervical cancer,25–34,2003,Females,18.09937888
Unsafe sex,Cervical cancer,25–34,2003,Persons,18.09937888
Unsafe sex,Cervical cancer,25–34,2011,Females,8.128558004
Unsafe sex,Cervical cancer,25–34,2011,Persons,8.128558004
Unsafe sex,Cervical cancer,25–34,2015,Females,11.12542826
Unsafe sex,Cervical cancer,25–34,2015,Persons,11.12542826
