Risk factor,Linked disease,Year,Sex,Attributable deaths,Deaths,Percent deaths
Overweight (including obesity),Type 2 diabetes mellitus,2011,Females,654.4061805,1694.206542,38.62611577
Overweight (including obesity),Type 2 diabetes mellitus,2011,Males,729.2070036,1790.816875,40.719239
Overweight (including obesity),Type 2 diabetes mellitus,2011,Persons,1383.613184,3485.023418,39.70168972
Overweight (including obesity),Type 2 diabetes mellitus,2015,Females,479.4952921,1361.342068,35.22224893
Overweight (including obesity),Type 2 diabetes mellitus,2015,Males,689.2616133,1571.690841,43.85478335
Overweight (including obesity),Type 2 diabetes mellitus,2015,Persons,1168.756905,2933.032909,39.84806654
Overweight (including obesity),Type 2 diabetes mellitus,2018,Females,608.5121165,1510.401507,40.2881031
Overweight (including obesity),Type 2 diabetes mellitus,2018,Males,865.4886113,1883.435859,45.95264592
Overweight (including obesity),Type 2 diabetes mellitus,2018,Persons,1474.000728,3393.837366,43.43168422
Overweight (including obesity),Uterine cancer,2003,Females,125.5910722,316.6382416,39.66389896
Overweight (including obesity),Uterine cancer,2003,Persons,125.5910722,316.6382416,39.66389896
Overweight (including obesity),Uterine cancer,2011,Females,183.7357886,397.7526348,46.1934812
Overweight (including obesity),Uterine cancer,2011,Persons,183.7357886,397.7526348,46.1934812
Overweight (including obesity),Uterine cancer,2015,Females,217.0579622,503.0121783,43.15163162
Overweight (including obesity),Uterine cancer,2015,Persons,217.0579622,503.0121783,43.15163162
Overweight (including obesity),Uterine cancer,2018,Females,265.6973949,550.5640504,48.25912529
Overweight (including obesity),Uterine cancer,2018,Persons,265.6973949,550.5640504,48.25912529
Physical inactivity,Bowel cancer,2003,Females,326.4552673,2406.340362,13.56646269
Physical inactivity,Bowel cancer,2003,Males,331.6282179,2813.115315,11.78864642
Physical inactivity,Bowel cancer,2003,Persons,658.0834851,5219.455677,12.60827806
Physical inactivity,Bowel cancer,2011,Females,341.9000744,2466.908635,13.85945428
Physical inactivity,Bowel cancer,2011,Males,351.0982316,2883.288348,12.17700727
Physical inactivity,Bowel cancer,2011,Persons,692.998306,5350.196983,12.95276246
Physical inactivity,Bowel cancer,2015,Females,356.8967828,2619.63856,13.62389408
Physical inactivity,Bowel cancer,2015,Males,360.6626232,3022.742177,11.93163697
Physical inactivity,Bowel cancer,2015,Persons,717.559406,5642.380737,12.71731631
Physical inactivity,Bowel cancer,2018,Females,350.2809291,2576.605826,13.59466495
Physical inactivity,Bowel cancer,2018,Males,356.9298219,2995.074589,11.91722647
Physical inactivity,Bowel cancer,2018,Persons,707.210751,5571.680416,12.69295254
Physical inactivity,Breast cancer,2003,Females,96.7754273,2792.255687,3.465851202
Physical inactivity,Breast cancer,2003,Males,0.308693341,10.19072571,3.029159551
Physical inactivity,Breast cancer,2003,Persons,97.08412064,2802.446413,3.464263231
Physical inactivity,Breast cancer,2011,Females,106.4684601,2994.936082,3.554949326
Physical inactivity,Breast cancer,2011,Males,0.743758952,22.38770114,3.322176526
Physical inactivity,Breast cancer,2011,Persons,107.212219,3017.323783,3.553222217
Physical inactivity,Breast cancer,2015,Females,104.2402886,2983.774187,3.493571633
Physical inactivity,Breast cancer,2015,Males,0.854306944,27.29852309,3.129498769
Physical inactivity,Breast cancer,2015,Persons,105.0945955,3011.07271,3.490270931
Physical inactivity,Breast cancer,2018,Females,107.6873688,3075.531613,3.50142292
Physical inactivity,Breast cancer,2018,Males,1.172877176,37.4649362,3.130599688
Physical inactivity,Breast cancer,2018,Persons,108.860246,3112.996549,3.496960059
Physical inactivity,Coronary heart disease,2003,Females,2577.316403,13447.7547,19.16540315
Physical inactivity,Coronary heart disease,2003,Males,2397.127099,14658.5125,16.35314019
Physical inactivity,Coronary heart disease,2003,Persons,4974.443502,28106.2672,17.69869854
Physical inactivity,Coronary heart disease,2011,Females,2254.794234,11556.62019,19.51084483
Physical inactivity,Coronary heart disease,2011,Males,2197.645147,13135.19195,16.73097093
Physical inactivity,Coronary heart disease,2011,Persons,4452.439381,24691.81215,18.03204785
Physical inactivity,Coronary heart disease,2015,Females,2008.017026,10471.06768,19.17681259
Physical inactivity,Coronary heart disease,2015,Males,2056.691286,12543.39533,16.3966074
Physical inactivity,Coronary heart disease,2015,Persons,4064.708312,23014.46301,17.66153879
Physical inactivity,Coronary heart disease,2018,Females,1737.570517,9080.293224,19.13562122
Physical inactivity,Coronary heart disease,2018,Males,1955.331338,11955.12173,16.35559538
Physical inactivity,Coronary heart disease,2018,Persons,3692.901855,21035.41496,17.55564063
Physical inactivity,Dementia,2003,Females,390.4264536,3239.362664,12.05257003
Physical inactivity,Dementia,2003,Males,179.0372677,1553.009537,11.52840749
Physical inactivity,Dementia,2003,Persons,569.4637213,4792.372201,11.88271064
Physical inactivity,Dementia,2011,Females,863.6645964,7167.265886,12.05012637
Physical inactivity,Dementia,2011,Males,429.4712406,3666.88416,11.71215729
Physical inactivity,Dementia,2011,Persons,1293.135837,10834.15005,11.93573867
Physical inactivity,Dementia,2015,Females,1053.473016,8759.361913,12.02682371
Physical inactivity,Dementia,2015,Males,561.8595003,4851.091319,11.58212582
Physical inactivity,Dementia,2015,Persons,1615.332516,13610.45323,11.86832274
Physical inactivity,Dementia,2018,Females,1169.605226,9726.054363,12.02548518
Physical inactivity,Dementia,2018,Males,647.6133767,5585.143451,11.59528636
Physical inactivity,Dementia,2018,Persons,1817.218603,15311.19781,11.86855937
Physical inactivity,Stroke,2003,Females,843.6630301,7657.862052,11.01695257
Physical inactivity,Stroke,2003,Males,475.1489527,5050.036627,9.408821912
Physical inactivity,Stroke,2003,Persons,1318.811983,12707.89868,10.37789186
Physical inactivity,Stroke,2011,Females,807.0064932,7171.401404,11.25312122
Physical inactivity,Stroke,2011,Males,451.4049759,4691.930047,9.620880351
Physical inactivity,Stroke,2011,Persons,1258.411469,11863.33145,10.60757237
Physical inactivity,Stroke,2015,Females,744.2462506,6749.719088,11.02632926
Physical inactivity,Stroke,2015,Males,422.3574086,4495.699846,9.394697668
Physical inactivity,Stroke,2015,Persons,1166.603659,11245.41893,10.37403467
Physical inactivity,Stroke,2018,Females,682.0582045,6227.740505,10.95193681
Physical inactivity,Stroke,2018,Males,409.6121892,4406.13939,9.296396526
Physical inactivity,Stroke,2018,Persons,1091.670394,10633.8799,10.26596505
Physical inactivity,Type 2 diabetes mellitus,2003,Females,311.728099,1340.450986,23.25546419
Physical inactivity,Type 2 diabetes mellitus,2003,Males,315.7525224,1507.626495,20.94368356
Physical inactivity,Type 2 diabetes mellitus,2003,Persons,627.4806214,2848.077481,22.03172581
Physical inactivity,Type 2 diabetes mellitus,2011,Females,398.6561768,1694.206542,23.5305535
Physical inactivity,Type 2 diabetes mellitus,2011,Males,385.7232907,1790.816875,21.53895778
Physical inactivity,Type 2 diabetes mellitus,2011,Persons,784.3794675,3485.023418,22.50715056
Physical inactivity,Type 2 diabetes mellitus,2015,Females,317.7866053,1361.342068,23.34362632
Physical inactivity,Type 2 diabetes mellitus,2015,Males,331.7934814,1571.690841,21.1106073
Physical inactivity,Type 2 diabetes mellitus,2015,Persons,649.5800867,2933.032909,22.14704392
Physical inactivity,Type 2 diabetes mellitus,2018,Females,351.2379135,1510.401507,23.2546056
Physical inactivity,Type 2 diabetes mellitus,2018,Males,396.7450551,1883.435859,21.06496238
Physical inactivity,Type 2 diabetes mellitus,2018,Persons,747.9829687,3393.837366,22.03944644
Physical inactivity,Uterine cancer,2003,Females,50.35353622,316.6382416,15.90254417
Physical inactivity,Uterine cancer,2003,Persons,50.35353622,316.6382416,15.90254417
Physical inactivity,Uterine cancer,2011,Females,63.41625078,397.7526348,15.94364066
Physical inactivity,Uterine cancer,2011,Persons,63.41625078,397.7526348,15.94364066
Physical inactivity,Uterine cancer,2015,Females,79.76538883,503.0121783,15.85754625
Physical inactivity,Uterine cancer,2015,Persons,79.76538883,503.0121783,15.85754625
Physical inactivity,Uterine cancer,2018,Females,87.18716463,550.5640504,15.83597123
Physical inactivity,Uterine cancer,2018,Persons,87.18716463,550.5640504,15.83597123
Tobacco use,Acute lymphoblastic leukaemia (ALL),2003,Females,1.436882733,60.90285453,2.359302768
Tobacco use,Acute lymphoblastic leukaemia (ALL),2003,Males,10.50850298,77.11096685,13.62776711
Tobacco use,Acute lymphoblastic leukaemia (ALL),2003,Persons,11.94538571,138.0138214,8.655209743
Tobacco use,Acute lymphoblastic leukaemia (ALL),2011,Females,1.212528415,34.57083614,3.507373702
Tobacco use,Acute lymphoblastic leukaemia (ALL),2011,Males,8.121931678,66.87780497,12.14443519
Tobacco use,Acute lymphoblastic leukaemia (ALL),2011,Persons,9.334460093,101.4486411,9.201168188
Tobacco use,Acute lymphoblastic leukaemia (ALL),2015,Females,2.346311329,69.80817945,3.361083684
Tobacco use,Acute lymphoblastic leukaemia (ALL),2015,Males,6.328718356,52.54053382,12.0454017
Tobacco use,Acute lymphoblastic leukaemia (ALL),2015,Persons,8.675029685,122.3487133,7.090413502
Tobacco use,Acute lymphoblastic leukaemia (ALL),2018,Females,1.214471747,41.6118525,2.918571692
Tobacco use,Acute lymphoblastic leukaemia (ALL),2018,Males,5.698786843,52.58159608,10.83798756
Tobacco use,Acute lymphoblastic leukaemia (ALL),2018,Persons,6.91325859,94.19344857,7.339426144
Tobacco use,Acute myeloid leukaemia (AML),2003,Females,10.56949066,276.7667567,3.818916256
Tobacco use,Acute myeloid leukaemia (AML),2003,Males,78.34948703,375.7743452,20.85014266
Tobacco use,Acute myeloid leukaemia (AML),2003,Persons,88.91897769,652.5411019,13.62657118
Tobacco use,Acute myeloid leukaemia (AML),2011,Females,16.47844278,363.9705343,4.527411212
Tobacco use,Acute myeloid leukaemia (AML),2011,Males,92.34009701,467.2056992,19.76433446
Tobacco use,Acute myeloid leukaemia (AML),2011,Persons,108.8185398,831.1762335,13.09211397
Tobacco use,Acute myeloid leukaemia (AML),2015,Females,17.42592922,384.3176815,4.534251236
Tobacco use,Acute myeloid leukaemia (AML),2015,Males,95.99225161,536.0727303,17.90657241
Tobacco use,Acute myeloid leukaemia (AML),2015,Persons,113.4181808,920.3904118,12.32283381
Tobacco use,Acute myeloid leukaemia (AML),2018,Females,18.77932497,420.9305905,4.461382802
Tobacco use,Acute myeloid leukaemia (AML),2018,Males,112.0616277,674.0988878,16.62391524
Tobacco use,Acute myeloid leukaemia (AML),2018,Persons,130.8409527,1095.029478,11.94862378
Tobacco use,Age-related macular degeneration,2003,Females,0,0,
Tobacco use,Age-related macular degeneration,2003,Males,0,0,
Tobacco use,Age-related macular degeneration,2003,Persons,0,0,
Tobacco use,Age-related macular degeneration,2011,Females,0,0,
Tobacco use,Age-related macular degeneration,2011,Males,0,0,
Tobacco use,Age-related macular degeneration,2011,Persons,0,0,
Tobacco use,Age-related macular degeneration,2015,Females,0,0,
Tobacco use,Age-related macular degeneration,2015,Males,0,0,
Tobacco use,Age-related macular degeneration,2015,Persons,0,0,
Tobacco use,Age-related macular degeneration,2018,Females,0,0,
Tobacco use,Age-related macular degeneration,2018,Males,0,0,
Tobacco use,Age-related macular degeneration,2018,Persons,0,0,
Tobacco use,Aortic aneurysm,2003,Females,26.47676164,529.0620612,5.004471797
Tobacco use,Aortic aneurysm,2003,Males,94.14321469,828.046455,11.36931559
Tobacco use,Aortic aneurysm,2003,Persons,120.6199763,1357.108516,8.888012631
Tobacco use,Aortic aneurysm,2011,Females,21.216601,468.4110126,4.529483815
Tobacco use,Aortic aneurysm,2011,Males,64.59652531,689.303704,9.371272045
Tobacco use,Aortic aneurysm,2011,Persons,85.81312631,1157.714717,7.41228604
Tobacco use,Aortic aneurysm,2015,Females,18.63474726,451.5028553,4.127271189
Tobacco use,Aortic aneurysm,2015,Males,53.77433882,604.6450946,8.893537597
Tobacco use,Aortic aneurysm,2015,Persons,72.40908608,1056.14795,6.855960482
Tobacco use,Aortic aneurysm,2018,Females,18.30583299,418.5239203,4.373903641
Tobacco use,Aortic aneurysm,2018,Males,54.2522148,622.3505653,8.717307869
Tobacco use,Aortic aneurysm,2018,Persons,72.55804779,1040.874486,6.970873895
Tobacco use,Asthma,2003,Females,16.60499612,208.4002297,7.967839644
Tobacco use,Asthma,2003,Males,13.58075936,104.9320513,12.94243197
Tobacco use,Asthma,2003,Persons,30.18575548,313.332281,9.633784104
Tobacco use,Asthma,2011,Females,18.19262767,267.142689,6.810078818
Tobacco use,Asthma,2011,Males,11.7801168,113.915505,10.34110045
Tobacco use,Asthma,2011,Persons,29.97274448,381.0581939,7.865660666
Tobacco use,Asthma,2015,Females,16.20779703,300.7837213,5.388522013
Tobacco use,Asthma,2015,Males,15.42103002,147.4368629,10.45941274
Tobacco use,Asthma,2015,Persons,31.62882706,448.2205842,7.056531577
Tobacco use,Asthma,2018,Females,14.33409843,278.6679185,5.143792119
Tobacco use,Asthma,2018,Males,14.77009794,148.7635495,9.928573221
Tobacco use,Asthma,2018,Persons,29.10419637,427.431468,6.809090707
Tobacco use,Atrial fibrillation and flutter,2003,Females,18.16602393,609.7115923,2.979445391
Tobacco use,Atrial fibrillation and flutter,2003,Males,24.79057335,336.5688184,7.365677386
Tobacco use,Atrial fibrillation and flutter,2003,Persons,42.95659728,946.2804107,4.539520928
Tobacco use,Atrial fibrillation and flutter,2011,Females,27.88902674,982.1153697,2.83968947
Tobacco use,Atrial fibrillation and flutter,2011,Males,25.08299755,548.4133039,4.573739801
Tobacco use,Atrial fibrillation and flutter,2011,Persons,52.97202429,1530.528674,3.461027892
Tobacco use,Atrial fibrillation and flutter,2015,Females,33.8533246,1438.270055,2.353753001
Tobacco use,Atrial fibrillation and flutter,2015,Males,37.73391018,791.2544181,4.768871973
Tobacco use,Atrial fibrillation and flutter,2015,Persons,71.58723478,2229.524474,3.210874589
Tobacco use,Atrial fibrillation and flutter,2018,Females,30.12273821,1431.336357,2.104518484
Tobacco use,Atrial fibrillation and flutter,2018,Males,36.57476816,876.7411289,4.171672453
Tobacco use,Atrial fibrillation and flutter,2018,Persons,66.69750636,2308.077486,2.889742947
Tobacco use,Back pain and problems,2003,Females,0.693728019,32.35943781,2.143819749
Tobacco use,Back pain and problems,2003,Males,1.195857709,32.05472756,3.730675005
Tobacco use,Back pain and problems,2003,Persons,1.889585727,64.41416537,2.933494079
Tobacco use,Back pain and problems,2011,Females,1.06906686,61.11377733,1.749305814
Tobacco use,Back pain and problems,2011,Males,0.985435525,42.22854279,2.333576913
Tobacco use,Back pain and problems,2011,Persons,2.054502385,103.3423201,1.988055216
Tobacco use,Back pain and problems,2015,Females,0.94831594,48.74767126,1.945356393
Tobacco use,Back pain and problems,2015,Males,0.641937027,31.51132219,2.037163096
Tobacco use,Back pain and problems,2015,Persons,1.590252966,80.25899345,1.981401582
Tobacco use,Back pain and problems,2018,Females,0.954831629,64.92643897,1.470636068
Tobacco use,Back pain and problems,2018,Males,1.076689181,47.48272385,2.267538788
Tobacco use,Back pain and problems,2018,Persons,2.03152081,112.4091628,1.807255529
Tobacco use,Bladder cancer,2003,Females,94.15758084,301.0793958,31.27333924
Tobacco use,Bladder cancer,2003,Males,256.0932354,623.3465078,41.08360794
Tobacco use,Bladder cancer,2003,Persons,350.2508162,924.4259036,37.88846838
Tobacco use,Bladder cancer,2011,Females,103.292973,303.5479917,34.02854764
Tobacco use,Bladder cancer,2011,Males,308.682842,789.4913735,39.09895059
Tobacco use,Bladder cancer,2011,Persons,411.975815,1093.039365,37.69084885
Tobacco use,Bladder cancer,2015,Females,116.1385339,338.024707,34.35800151
Tobacco use,Bladder cancer,2015,Males,311.3107508,840.8904888,37.02155691
Tobacco use,Bladder cancer,2015,Persons,427.4492848,1178.915196,36.25784843
Tobacco use,Bladder cancer,2018,Females,120.3905839,345.0442106,34.89135022
Tobacco use,Bladder cancer,2018,Males,253.3823984,741.4920654,34.17196356
Tobacco use,Bladder cancer,2018,Persons,373.7729823,1086.536276,34.40041447
Tobacco use,Bowel cancer,2003,Females,243.6323886,2406.340362,10.12460217
Tobacco use,Bowel cancer,2003,Males,238.2908256,2813.115315,8.470709478
Tobacco use,Bowel cancer,2003,Persons,481.9232142,5219.455677,9.23320829
Tobacco use,Bowel cancer,2011,Females,284.8899408,2466.908635,11.54845935
Tobacco use,Bowel cancer,2011,Males,218.134027,2883.288348,7.565460013
Tobacco use,Bowel cancer,2011,Persons,503.0239678,5350.196983,9.401970983
Tobacco use,Bowel cancer,2015,Females,298.4551575,2619.63856,11.39298993
Tobacco use,Bowel cancer,2015,Males,205.3431194,3022.742177,6.793272711
Tobacco use,Bowel cancer,2015,Persons,503.7982769,5642.380737,8.928824558
Tobacco use,Bowel cancer,2018,Females,287.9304761,2576.605826,11.17479721
Tobacco use,Bowel cancer,2018,Males,182.6131233,2995.074589,6.097114374
Tobacco use,Bowel cancer,2018,Persons,470.5435994,5571.680416,8.445272598
Tobacco use,Breast cancer,2003,Females,184.5991546,2792.255687,6.611112138
Tobacco use,Breast cancer,2003,Males,0.7125154,10.19072571,6.991802351
Tobacco use,Breast cancer,2003,Persons,185.31167,2802.446413,6.612496467
Tobacco use,Breast cancer,2011,Females,224.3233263,2994.936082,7.490087271
Tobacco use,Breast cancer,2011,Males,1.684313688,22.38770114,7.523388302
Tobacco use,Breast cancer,2011,Persons,226.00764,3017.323783,7.490334355
Tobacco use,Breast cancer,2015,Females,220.6880779,2983.774187,7.396272776
Tobacco use,Breast cancer,2015,Males,1.769321734,27.29852309,6.481382632
Tobacco use,Breast cancer,2015,Persons,222.4573996,3011.07271,7.38797834
Tobacco use,Breast cancer,2018,Females,221.1158656,3075.531613,7.189516917
Tobacco use,Breast cancer,2018,Males,2.141872904,37.4649362,5.717006675
Tobacco use,Breast cancer,2018,Persons,223.2577385,3112.996549,7.171795245
Tobacco use,Cataract and other lens disorders,2003,Females,0,0,
Tobacco use,Cataract and other lens disorders,2003,Males,0,0,
Tobacco use,Cataract and other lens disorders,2003,Persons,0,0,
Tobacco use,Cataract and other lens disorders,2011,Females,0,0,
Tobacco use,Cataract and other lens disorders,2011,Males,0,0,
Tobacco use,Cataract and other lens disorders,2011,Persons,0,0,
Tobacco use,Cataract and other lens disorders,2015,Females,0,0,
Tobacco use,Cataract and other lens disorders,2015,Males,0,0,
Tobacco use,Cataract and other lens disorders,2015,Persons,0,0,
Tobacco use,Cataract and other lens disorders,2018,Females,0,0,
Tobacco use,Cataract and other lens disorders,2018,Males,0,0,
Tobacco use,Cataract and other lens disorders,2018,Persons,0,0,
Tobacco use,Cervical cancer,2003,Females,29.38684566,246.4460144,11.92425275
Tobacco use,Cervical cancer,2003,Persons,29.38684566,246.4460144,11.92425275
Tobacco use,Cervical cancer,2011,Females,30.09181638,235.2918519,12.78914512
Tobacco use,Cervical cancer,2011,Persons,30.09181638,235.2918519,12.78914512
Tobacco use,Cervical cancer,2015,Females,30.03059006,239.2053232,12.55431512
Tobacco use,Cervical cancer,2015,Persons,30.03059006,239.2053232,12.55431512
Tobacco use,Cervical cancer,2018,Females,26.51572275,234.8551378,11.29024598
Tobacco use,Cervical cancer,2018,Persons,26.51572275,234.8551378,11.29024598
Tobacco use,Chronic lymphocytic leukaemia (CLL),2003,Females,5.412367494,115.8882386,4.670333727
Tobacco use,Chronic lymphocytic leukaemia (CLL),2003,Males,39.91187856,177.1939935,22.52439701
Tobacco use,Chronic lymphocytic leukaemia (CLL),2003,Persons,45.32424605,293.0822321,15.46468571
Tobacco use,Chronic lymphocytic leukaemia (CLL),2011,Females,8.366698403,155.5709177,5.37806071
Tobacco use,Chronic lymphocytic leukaemia (CLL),2011,Males,45.14818766,202.3554462,22.31132817
Tobacco use,Chronic lymphocytic leukaemia (CLL),2011,Persons,53.51488607,357.9263639,14.95136751
Tobacco use,Chronic lymphocytic leukaemia (CLL),2015,Females,7.793193546,143.9455314,5.413987826
Tobacco use,Chronic lymphocytic leukaemia (CLL),2015,Males,41.59552872,204.4451964,20.34556422
Tobacco use,Chronic lymphocytic leukaemia (CLL),2015,Persons,49.38872227,348.3907278,14.17624475
Tobacco use,Chronic lymphocytic leukaemia (CLL),2018,Females,7.249356771,133.6060451,5.425919736
Tobacco use,Chronic lymphocytic leukaemia (CLL),2018,Males,34.98569791,185.9773044,18.81181041
Tobacco use,Chronic lymphocytic leukaemia (CLL),2018,Persons,42.23505469,319.5833495,13.21566181
Tobacco use,Chronic myeloid leukaemia (CML),2003,Females,2.412332008,58.09481867,4.152404747
Tobacco use,Chronic myeloid leukaemia (CML),2003,Males,14.44041675,73.44012137,19.66284434
Tobacco use,Chronic myeloid leukaemia (CML),2003,Persons,16.85274875,131.53494,12.81237423
Tobacco use,Chronic myeloid leukaemia (CML),2011,Females,1.961170223,37.06889137,5.290609324
Tobacco use,Chronic myeloid leukaemia (CML),2011,Males,12.27037999,61.59284898,19.92176071
Tobacco use,Chronic myeloid leukaemia (CML),2011,Persons,14.23155021,98.66174035,14.42458866
Tobacco use,Chronic myeloid leukaemia (CML),2015,Females,1.970557209,37.97932967,5.188499182
Tobacco use,Chronic myeloid leukaemia (CML),2015,Males,12.59497324,63.1900534,19.93189207
Tobacco use,Chronic myeloid leukaemia (CML),2015,Persons,14.56553045,101.1693831,14.39717236
Tobacco use,Chronic myeloid leukaemia (CML),2018,Females,2.070046427,38.20932382,5.417647371
Tobacco use,Chronic myeloid leukaemia (CML),2018,Males,13.32064751,75.51402963,17.63996383
Tobacco use,Chronic myeloid leukaemia (CML),2018,Persons,15.39069394,113.7233534,13.53345067
Tobacco use,COPD,2003,Females,1846.616948,2301.578917,80.23261487
Tobacco use,COPD,2003,Males,2461.508171,3234.736667,76.09609142
Tobacco use,COPD,2003,Persons,4308.125119,5536.315584,77.81574323
Tobacco use,COPD,2011,Females,2169.281059,2638.094883,82.22907648
Tobacco use,COPD,2011,Males,2499.557608,3361.792838,74.35192257
Tobacco use,COPD,2011,Persons,4668.838667,5999.887721,77.81543395
Tobacco use,COPD,2015,Females,2795.210613,3401.821715,82.16805135
Tobacco use,COPD,2015,Males,2769.195368,3853.065363,71.8699297
Tobacco use,COPD,2015,Persons,5564.405981,7254.887078,76.69872627
Tobacco use,COPD,2018,Females,2775.568841,3397.364968,81.69769417
Tobacco use,COPD,2018,Males,2681.594228,3870.878808,69.27610917
Tobacco use,COPD,2018,Persons,5457.16307,7268.243776,75.082279
Tobacco use,Coronary heart disease,2003,Females,834.6932514,13447.7547,6.206933945
Tobacco use,Coronary heart disease,2003,Males,1930.443379,14658.5125,13.16943571
Tobacco use,Coronary heart disease,2003,Persons,2765.136631,28106.2672,9.838149658
Tobacco use,Coronary heart disease,2011,Females,635.2745351,11556.62019,5.497061636
Tobacco use,Coronary heart disease,2011,Males,1261.379064,13135.19195,9.603050098
Tobacco use,Coronary heart disease,2011,Persons,1896.653599,24691.81215,7.681305801
Tobacco use,Coronary heart disease,2015,Females,521.7924984,10471.06768,4.983183322
Tobacco use,Coronary heart disease,2015,Males,1208.54591,12543.39533,9.634918445
Tobacco use,Coronary heart disease,2015,Persons,1730.338408,23014.46301,7.51848265
Tobacco use,Coronary heart disease,2018,Females,444.7998071,9080.293224,4.8985181
Tobacco use,Coronary heart disease,2018,Males,1045.619664,11955.12173,8.746206751
Tobacco use,Coronary heart disease,2018,Persons,1490.419471,21035.41496,7.085286762
Tobacco use,Dementia,2003,Females,57.57306262,3239.362664,1.777295987
Tobacco use,Dementia,2003,Males,57.55133853,1553.009537,3.705794276
Tobacco use,Dementia,2003,Persons,115.1244012,4792.372201,2.402242487
Tobacco use,Dementia,2011,Females,118.6692328,7167.265886,1.655711323
Tobacco use,Dementia,2011,Males,87.88858109,3666.88416,2.396819132
Tobacco use,Dementia,2011,Persons,206.5578139,10834.15005,1.906543781
Tobacco use,Dementia,2015,Females,131.2131525,8759.361913,1.497976152
Tobacco use,Dementia,2015,Males,132.4337429,4851.091319,2.729978353
Tobacco use,Dementia,2015,Persons,263.6468954,13610.45323,1.937091226
Tobacco use,Dementia,2018,Females,131.4300492,9726.054363,1.351319294
Tobacco use,Dementia,2018,Males,129.4039212,5585.143451,2.316931021
Tobacco use,Dementia,2018,Persons,260.8339704,15311.19781,1.703550392
Tobacco use,Gallbladder and bile duct disease,2003,Females,1.915207003,163.6089809,1.170600167
Tobacco use,Gallbladder and bile duct disease,2003,Males,2.846403798,125.3162209,2.271376982
Tobacco use,Gallbladder and bile duct disease,2003,Persons,4.761610801,288.9252019,1.648042736
Tobacco use,Gallbladder and bile duct disease,2011,Females,2.207436352,226.9082203,0.972832253
Tobacco use,Gallbladder and bile duct disease,2011,Males,2.468213147,170.8765264,1.444442487
Tobacco use,Gallbladder and bile duct disease,2011,Persons,4.675649499,397.7847467,1.175422018
Tobacco use,Gallbladder and bile duct disease,2015,Females,2.29820335,257.9554959,0.890930175
Tobacco use,Gallbladder and bile duct disease,2015,Males,3.177234189,194.8151632,1.630896762
Tobacco use,Gallbladder and bile duct disease,2015,Persons,5.475437539,452.7706591,1.209318101
Tobacco use,Gallbladder and bile duct disease,2018,Females,2.58288249,311.6889527,0.828673095
Tobacco use,Gallbladder and bile duct disease,2018,Males,3.199889368,245.0512553,1.305804112
Tobacco use,Gallbladder and bile duct disease,2018,Persons,5.782771858,556.7402079,1.038684071
Tobacco use,Gastroduodenal disorders,2003,Females,17.06971168,338.9199905,5.036501875
Tobacco use,Gastroduodenal disorders,2003,Males,32.72546223,286.9892985,11.40302527
Tobacco use,Gastroduodenal disorders,2003,Persons,49.79517391,625.9092891,7.955653443
Tobacco use,Gastroduodenal disorders,2011,Females,15.72943669,319.2069377,4.927661285
Tobacco use,Gastroduodenal disorders,2011,Males,21.06563168,251.7602708,8.367337554
Tobacco use,Gastroduodenal disorders,2011,Persons,36.79506837,570.9672085,6.444340029
Tobacco use,Gastroduodenal disorders,2015,Females,12.51795051,302.3767962,4.139851561
Tobacco use,Gastroduodenal disorders,2015,Males,22.45584722,263.8724821,8.510113307
Tobacco use,Gastroduodenal disorders,2015,Persons,34.97379773,566.2492783,6.176395992
Tobacco use,Gastroduodenal disorders,2018,Females,12.4900061,308.6003187,4.047308231
Tobacco use,Gastroduodenal disorders,2018,Males,22.47484838,291.6335223,7.706538056
Tobacco use,Gastroduodenal disorders,2018,Persons,34.96485448,600.2338411,5.82520546
Tobacco use,Hypertensive heart disease,2003,Females,17.80812419,471.9533907,3.773280274
Tobacco use,Hypertensive heart disease,2003,Males,26.85138693,216.4039037,12.40799564
Tobacco use,Hypertensive heart disease,2003,Persons,44.65951112,688.3572943,6.487838727
Tobacco use,Hypertensive heart disease,2011,Females,18.83906337,583.0165676,3.231308408
Tobacco use,Hypertensive heart disease,2011,Males,22.94523036,294.851148,7.781970842
Tobacco use,Hypertensive heart disease,2011,Persons,41.78429374,877.8677156,4.759748307
Tobacco use,Hypertensive heart disease,2015,Females,24.48261861,821.631289,2.979757336
Tobacco use,Hypertensive heart disease,2015,Males,40.43012679,458.3630921,8.820545871
Tobacco use,Hypertensive heart disease,2015,Persons,64.9127454,1279.994381,5.071330497
Tobacco use,Hypertensive heart disease,2018,Females,20.59895088,726.4829665,2.835434804
Tobacco use,Hypertensive heart disease,2018,Males,34.48407234,418.5625149,8.238691023
Tobacco use,Hypertensive heart disease,2018,Persons,55.08302322,1145.045481,4.810553302
Tobacco use,Influenza,2003,Females,0.291064067,39.20838504,0.742351582
Tobacco use,Influenza,2003,Males,0.363316694,33.4697862,1.085506469
Tobacco use,Influenza,2003,Persons,0.654380761,72.67817124,0.900381435
Tobacco use,Influenza,2011,Females,0.323066398,42.57124632,0.75888405
Tobacco use,Influenza,2011,Males,0.258184601,35.72816094,0.722636134
Tobacco use,Influenza,2011,Persons,0.581250999,78.29940725,0.742344061
Tobacco use,Influenza,2015,Females,0.525889292,174.1894318,0.301906543
Tobacco use,Influenza,2015,Males,0.803145429,135.0697077,0.594615508
